icd_code,ED,IPD
C7931,533,1978
C3490,446,1265
C259,446,654
C7952,399,1370
C787,278,2980
C9000,240,1011
C7800,236,1717
C8589,187,471
C228,186,509
C50919,161,666
C801,108,525
C9110,104,735
C569,81,296
C7951,72,1732
C61,65,1383
C719,59,120
C159,59,181
C189,59,241
C649,58,357
C169,58,196
C9500,57,10
D259,50,568
D469,47,822
C9250,46,142
C786,41,1328
C7989,39,978
C679,37,435
C9200,32,205
C20,28,246
C9210,26,192
D473,26,1148
C8199,24,104
C9100,22,104
C549,20,93
D45,20,345
C678,16,52
C9590,16,12
C962,15,18
C221,15,350
D329,12,259
C7970,12,290
C9480,11,5
C8409,11,47
C539,11,81
C772,11,772
C7889,11,406
C73,10,88
C771,10,793
C240,9,147
C784,9,233
C8389,9,86
C8510,9,41
C329,9,31
D039,8,34
C541,8,147
C3430,8,176
C3410,8,330
C23,8,102
C8590,8,96
C8580,8,26
C8299,7,61
C7949,7,184
C7919,7,114
C785,7,176
C029,7,22
C782,7,317
C711,6,199
C7900,6,85
C880,5,107
C8379,5,34
C713,5,87
C768,5,11
C760,5,19
C01,5,26
C779,5,239
C250,4,665
C8339,4,166
C19,4,108
C8331,4,29
C8190,4,67
D151,4,16
C439,4,43
C800,4,26
C773,4,258
D279,4,26
C8291,4,10
C160,4,163
C140,4,17
D1802,3,90
C494,3,25
C7982,3,148
C6290,3,10
C258,3,109
C7960,3,50
C9240,3,13
C4922,3,8
D320,3,273
C50911,3,160
C8330,3,129
C414,3,6
C3411,3,302
C220,3,491
C519,3,28
D270,3,26
C241,3,67
C321,3,36
D353,3,81
C099,3,26
C170,3,80
C8581,3,32
D47Z9,3,85
D0590,3,15
C55,3,50
C469,3,28
D481,3,74
C482,3,34
C9112,2,24
C781,2,166
D1803,2,154
D472,2,986
C8319,2,34
C3400,2,63
C8370,2,10
C3491,2,87
C4910,2,1
C9310,2,21
D46Z,2,28
C710,2,55
C8519,2,20
C9230,2,18
C8359,2,15
C775,2,174
C9190,2,1
C080,2,2
D0372,2,13
C49A0,2,11
C4021,2,5
C3492,2,60
D484,2,8
C488,2,6
C9141,2,26
C50929,2,8
C119,2,9
C480,2,16
C180,2,76
C8583,2,37
