icd_code,ED,IPD
Q909,29,133
Q822,13,32
Q796,13,168
Q613,13,310
Q8740,8,50
Q282,8,83
Q283,7,118
Q851,7,14
Q058,5,36
Q780,4,17
Q433,4,37
Q898,3,45
Q211,3,1004
Q430,3,28
Q0703,2,12
Q2732,2,4
Q892,2,11
Q231,2,259
Q453,2,89
Q8901,2,19
Q313,2,1
Q8500,2,21
Q048,2,23
Q612,2,96
Q249,1,16
Q789,1,6
Q663,1,1
Q742,1,3
Q6479,1,3
Q394,1,39
Q248,1,34
Q660,1,2
Q210,1,30
Q828,1,16
Q8501,1,23
Q324,1,19
Q398,1,13
Q549,1,17
Q984,1,32
Q446,1,54
Q8502,1,18
Q180,1,6
Q321,1,10
Q87410,1,2
Q253,1,2
Q445,1,14
Q774,1,2
Q068,1,8
Q644,1,5
Q5002,1,0
Q2739,1,15
Q2733,0,127
Q619,0,106
Q605,0,94
Q600,0,74
Q447,0,62
Q245,0,58
Q059,0,57
Q762,0,51
Q638,0,48
Q438,0,46
Q615,0,42
Q02,0,27
Q278,0,27
Q6102,0,26
Q150,0,25
Q858,0,25
Q618,0,25
Q969,0,24
Q6589,0,24
Q0700,0,20
Q631,0,19
Q320,0,19
Q8909,0,18
Q265,0,17
Q7649,0,17
Q268,0,16
Q760,0,16
Q2572,0,16
Q250,0,15
Q6689,0,15
Q131,0,15
Q322,0,15
Q820,0,14
Q251,0,14
Q079,0,14
Q040,0,13
Q871,0,13
Q8789,0,13
Q039,0,13
Q872,0,12
Q928,0,12
Q049,0,12
Q998,0,12
Q431,0,12
Q2730,0,11
Q043,0,11
Q120,0,10
Q893,0,10
Q860,0,10
Q221,0,10
Q649,0,10
Q6101,0,10
Q2543,0,10
Q603,0,10
Q7960,0,10
Q213,0,10
Q513,0,9
Q676,0,9
Q8781,0,9
Q279,0,9
Q824,0,8
Q749,0,8
Q628,0,8
Q2579,0,7
Q230,0,7
Q046,0,7
Q409,0,7
Q675,0,6
Q632,0,6
Q6239,0,6
Q6211,0,6
Q791,0,6
Q281,0,6
Q233,0,6
Q870,0,6
Q391,0,6
Q336,0,6
Q263,0,6
Q038,0,6
Q396,0,5
Q992,0,5
Q614,0,5
Q9389,0,5
Q212,0,5
Q078,0,5
Q269,0,5
Q87418,0,5
Q100,0,5
Q639,0,5
Q225,0,5
Q6119,0,5
Q054,0,5
Q318,0,5
Q674,0,4
Q761,0,4
Q625,0,4
Q798,0,4
Q620,0,4
Q385,0,4
Q402,0,4
Q772,0,4
Q688,0,4
Q359,0,4
Q315,0,4
Q788,0,4
Q6212,0,4
Q740,0,4
Q759,0,4
Q999,0,4
Q2546,0,4
Q254,0,4
Q825,0,4
Q859,0,4
Q539,0,4
Q782,0,4
Q159,0,3
Q458,0,3
Q7131,0,3
Q968,0,3
Q256,0,3
Q7121,0,3
Q289,0,3
Q681,0,3
Q246,0,3
Q784,0,3
Q030,0,3
Q630,0,3
Q76428,0,3
Q781,0,3
Q602,0,3
Q244,0,3
Q548,0,3
Q524,0,3
Q677,0,3
Q7100,0,3
Q441,0,3
Q019,0,3
Q809,0,3
Q240,0,3
Q338,0,3
Q401,0,3
Q7959,0,3
Q442,0,3
Q512,0,3
Q7112,0,3
Q219,0,3
Q541,0,2
Q799,0,2
Q272,0,2
Q6210,0,2
Q208,0,2
Q0701,0,2
Q680,0,2
Q121,0,2
Q393,0,2
Q057,0,2
Q439,0,2
Q384,0,2
Q868,0,2
Q6100,0,2
Q6231,0,2
Q323,0,2
Q188,0,2
Q111,0,2
Q300,0,2
Q648,0,2
Q6439,0,2
Q408,0,2
Q0702,0,2
Q6410,0,2
Q6431,0,2
Q141,0,2
Q627,0,2
Q790,0,2
Q558,0,2
Q2571,0,2
Q064,0,2
Q288,0,2
Q8743,0,2
Q9388,0,2
Q382,0,2
Q387,0,2
Q783,0,2
Q7130,0,2
Q266,0,2
Q6432,0,1
Q666,0,1
Q386,0,1
Q142,0,1
Q238,0,1
Q7962,0,1
Q7951,0,1
Q6471,0,1
Q71892,0,1
Q400,0,1
Q902,0,1
Q800,0,1
Q262,0,1
Q310,0,1
Q403,0,1
Q383,0,1
Q5564,0,1
Q228,0,1
Q044,0,1
Q651,0,1
Q437,0,1
Q388,0,1
Q181,0,1
Q189,0,1
Q899,0,1
Q2545,0,1
Q399,0,1
Q132,0,1
Q7961,0,1
Q748,0,1
Q950,0,1
Q202,0,1
Q792,0,1
Q7030,0,1
Q440,0,1
Q76419,0,1
Q709,0,1
Q560,0,1
Q564,0,1
Q107,0,1
Q743,0,1
Q411,0,1
Q823,0,1
Q1389,0,1
Q645,0,1
Q052,0,1
Q819,0,1
Q758,0,1
Q51810,0,1
Q7252,0,1
Q818,0,1
Q2549,0,1
Q604,0,1
Q670,0,1
Q672,0,1
Q220,0,1
Q528,0,1
Q9382,0,1
Q669,0,1
Q6650,0,1
Q7120,0,1
Q229,0,1
Q2540,0,1
Q71899,0,1
Q165,0,1
Q510,0,1
Q667,0,1
Q069,0,1
Q392,0,1
Q045,0,1
Q7212,0,1
Q6419,0,1
Q332,0,1
Q520,0,1
Q7192,0,1
Q444,0,1
Q255,0,1
Q143,0,1
Q018,0,1
Q5569,0,1
Q222,0,1
Q794,0,1
Q699,0,1
Q873,0,1
Q134,0,1
Q112,0,1
Q410,0,1
Q185,0,1
Q2731,0,1
Q050,0,1
Q280,0,1
Q51820,0,1
Q7231,0,1
Q72891,0,1
Q8503,0,1
Q514,0,1
Q51818,0,1
