icd_code,ED,IPD
D649,3945,18704
D709,581,1222
D72829,545,7518
D696,521,7974
D62,396,9245
D61818,226,2892
D5700,220,191
D708,148,81
D869,104,741
D693,64,557
D735,44,228
D7389,39,148
D72819,35,1253
D66,32,84
D6489,28,604
D72818,27,42
D500,27,1701
D57819,25,27
D509,24,6717
D72825,17,48
D571,16,112
D6862,15,548
D680,15,155
D599,12,151
D841,11,23
D692,10,35
D721,9,932
D65,9,313
D860,8,107
D682,7,111
D67,7,15
D689,7,2058
D591,6,189
D619,6,79
D72828,6,192
D589,6,60
D8989,6,78
D6851,6,251
D89813,5,104
D508,5,189
D7812,4,2
D699,3,11
D7289,3,26
D729,3,5
D839,3,159
D681,3,28
D6941,3,54
D6959,3,3238
D539,3,1838
D733,3,23
D8940,3,24
D759,3,50
D5780,3,6
D690,2,41
D630,2,1521
D631,2,5213
D72823,2,41
D702,2,378
D891,2,71
D531,2,38
D703,2,126
D734,2,9
D5701,2,26
D89810,2,14
D749,1,9
D890,1,21
D763,1,20
D739,1,13
D691,1,24
D7582,1,162
D68312,1,10
D6949,1,6
D580,1,14
D72821,1,32
D643,1,5
D6832,1,579
D751,1,179
D57219,1,16
D61810,1,562
D731,1,48
D801,1,474
D57811,1,1
D688,1,292
D8689,1,95
D748,1,6
D89811,1,209
D7581,1,103
D569,1,155
D821,1,4
D6189,1,19
D6861,1,267
D638,0,3475
D684,0,2048
D6481,0,890
D573,0,543
D563,0,354
D701,0,268
D510,0,258
D519,0,219
D6859,0,207
D518,0,175
D61811,0,172
D7589,0,133
D892,0,130
D6869,0,125
D550,0,118
D803,0,109
D594,0,91
D561,0,67
D802,0,64
D732,0,64
D6852,0,60
D551,0,51
D560,0,43
D72810,0,42
D72820,0,38
D529,0,37
D520,0,34
D761,0,34
D704,0,21
D5720,0,19
D68318,0,16
D582,0,16
D609,0,16
D513,0,16
D538,0,16
D849,0,15
D611,0,14
D861,0,13
D720,0,13
D68311,0,13
D598,0,13
D75A,0,12
D592,0,12
D6182,0,11
D6101,0,11
D89812,0,10
D57412,0,10
D862,0,10
D593,0,9
D8982,0,8
D899,0,8
D8685,0,8
D848,0,8
D808,0,7
D5740,0,7
D558,0,7
D568,0,6
D71,0,6
D863,0,6
D8949,0,6
D552,0,6
D819,0,5
D838,0,5
D590,0,5
D57419,0,5
D588,0,5
D7832,0,4
D893,0,4
D831,0,4
D804,0,4
D72824,0,4
D6109,0,4
D6942,0,4
D824,0,4
D581,0,3
D641,0,3
D762,0,3
D809,0,3
D8681,0,2
D700,0,2
D7821,0,2
D7822,0,2
D8682,0,2
D8683,0,2
D7889,0,2
D830,0,2
D57211,0,1
D8686,0,1
D730,0,1
D57411,0,1
D7831,0,1
D8687,0,1
D7381,0,1
D8942,0,1
D559,0,1
D698,0,1
D644,0,1
D595,0,1
D613,0,1
D521,0,1
D828,0,1
D800,0,1
D528,0,1
D612,0,1
D511,0,1
D6951,0,1
