icd_code,ED,IPD
I10,20650,71820
I509,5692,14947
I4891,4849,22040
I2510,2926,33249
I959,1938,5920
I639,1430,567
I2699,1404,2545
I214,1279,3973
I6350,1081,847
I200,983,724
I213,975,240
I120,851,5505
I619,548,1015
I469,538,761
I609,473,518
I629,443,110
I6200,390,401
I67848,378,429
I4892,319,2472
I739,293,5114
I472,291,1969
I714,206,1321
I442,203,785
I96,200,507
I359,191,1760
I82409,188,160
I6201,184,148
I313,173,612
I249,167,40
I471,160,1845
I429,155,1071
I129,155,16524
I998,150,175
I81,146,1049
I951,141,3838
I319,141,638
I309,139,126
I119,136,171
I428,131,2170
I480,123,4884
I618,114,338
I7101,105,244
I82412,104,324
I441,101,607
I824Y9,100,527
I671,95,579
I743,92,368
I824Z9,89,285
I2119,84,322
I7102,83,114
I160,77,685
I872,70,2340
I7774,69,172
I7771,66,132
I350,64,1638
I252,62,11724
I63512,62,55
I161,57,413
I608,55,72
I2789,55,2791
I82411,55,239
I248,51,1585
I348,49,1991
I771,49,193
I712,46,456
I724,44,177
I713,43,67
I82629,43,189
I4901,43,332
I776,41,193
I82432,38,238
I742,36,138
I728,34,207
I82622,34,120
I82621,34,166
I890,34,704
I6203,32,215
I38,32,104
I7103,31,76
I615,30,296
I209,30,606
I314,30,264
I5040,28,47
I2692,28,131
I871,27,397
I610,26,117
I6529,26,962
I259,26,1020
I7389,25,79
I514,25,45
I447,25,1402
I611,25,286
I7100,25,56
I745,24,106
I82B19,22,97
I891,21,27
I6522,20,206
I82619,19,196
I132,19,1510
I330,19,503
I82890,19,143
I824Z2,18,139
I82422,18,51
I878,18,949
I82C19,18,95
I614,17,90
I672,17,935
I748,17,146
I7409,17,83
I824Z1,17,100
I82442,16,132
I9589,15,862
I723,15,142
I5041,15,83
I7789,15,72
I999,15,53
I7779,14,66
I4581,14,975
I808,14,488
I7411,13,46
I517,13,350
I440,13,564
I2109,13,304
I6521,13,177
I498,13,175
I82220,12,45
I495,11,521
I82609,11,25
I613,11,44
I82431,11,173
I493,11,334
I2720,11,1825
I82C11,11,94
I82413,11,73
I339,10,21
I519,10,319
I5189,10,167
I6783,10,409
I770,10,61
I7419,10,11
I82492,9,56
I499,9,127
I459,9,58
I638,9,191
I82441,9,116
I5021,8,932
I456,8,92
I427,8,133
I6509,8,99
I674,8,78
I513,8,187
I9789,8,447
I8511,8,298
I4510,8,1077
I889,8,27
I272,8,1692
I952,8,753
I82C12,8,50
I8000,8,35
I8291,8,25
I9581,8,1214
I340,7,1589
I7300,7,667
I300,7,82
I5030,7,1229
I82221,7,49
I716,7,47
I253,7,115
I721,7,36
I779,7,51
I8501,6,35
I63239,6,130
I658,6,251
I82A19,6,84
I651,6,43
I4949,6,149
I2589,6,1
I70201,6,48
I82491,6,58
I6501,6,53
I82421,6,41
I8510,6,2430
I719,6,64
I078,6,793
I6389,6,103
I5020,6,734
I82819,6,67
I720,6,42
I7772,5,30
I621,5,20
I201,5,136
I798,5,219
I6322,5,30
I820,5,79
I4589,5,55
I5031,5,921
I97618,5,32
I63219,5,42
I825Z9,5,40
I708,5,143
I6202,5,49
I83899,4,12
I2609,4,59
I501,4,87
I803,4,15
I82290,4,49
I82B12,4,34
I82611,4,118
I898,4,84
I4430,4,93
I70229,4,65
I1311,4,34
I711,4,22
I5181,4,352
I2129,4,70
I82811,4,12
I722,4,32
I676,3,19
I80209,3,11
I70209,3,461
I602,3,12
I8001,3,14
I41,3,7
I868,3,255
I1310,3,83
I6629,3,4
I241,3,22
I455,3,58
I7091,3,28
I888,3,0
I2690,3,82
I422,3,364
I308,3,25
I82623,3,17
I6523,3,419
I76,3,117
I82433,3,31
I8500,3,381
I63232,3,24
I8390,3,122
I636,3,4
I725,2,12
I130,2,5226
I823,2,28
I63231,2,45
I82812,2,29
I240,2,32
I2781,2,43
I63511,2,57
I63531,2,14
I2782,2,372
I675,2,40
I63331,2,7
I2111,2,74
I83891,2,1
I700,2,313
I491,2,171
I5033,2,5941
I5043,2,841
I25119,2,543
I21A1,2,1213
I861,2,20
I70269,2,214
I6359,2,54
I050,2,106
I77819,2,116
I5023,2,3973
I729,2,9
I82B11,2,62
I880,2,10
I70202,2,58
I318,2,84
I219,2,12
I82493,2,16
I63031,2,12
I82512,2,52
I82423,2,7
I5089,2,6
I824Y2,2,9
I452,2,274
I6502,2,48
I604,2,12
I726,2,9
I6302,2,22
I824Z3,2,36
I70299,1,70
I462,1,104
I7401,1,2
I83028,1,7
I97130,1,5
I071,1,486
I058,1,13
I612,1,43
I70218,1,6
I479,1,22
I4519,1,15
I2601,1,0
I312,1,29
I6329,1,13
I301,1,57
I70203,1,46
I511,1,22
I110,1,5783
I825Y9,1,84
I862,1,4
I2541,1,22
I669,1,36
I7092,1,115
I780,1,55
I6340,1,994
I824Y1,1,6
I368,1,60
I97821,1,145
I8391,1,1
I6330,1,43
I772,1,16
I97190,1,73
I80299,1,0
I6621,1,5
I341,1,349
I82532,1,29
I4439,1,20
I70302,1,1
I089,1,6
I270,1,83
I69993,1,32
I82429,1,2
I4940,1,10
I701,1,274
I5042,1,490
I82612,1,107
I342,1,22
I80202,1,0
I69359,1,58
I379,1,1
I82A11,1,56
I7773,1,10
I82451,1,8
I6503,1,20
I378,1,10
I150,1,39
I7025,1,198
I6910,1,0
I281,1,9
I809,1,23
I97820,1,19
I5032,1,7519
I208,1,42
I680,1,293
I83018,1,10
I099,1,85
I80211,1,0
I420,1,504
I70262,1,66
I409,1,6
I69354,1,842
I468,1,98
I43,1,318
I953,1,263
I75012,1,0
I70221,1,30
I50810,1,39
I75021,1,8
I6602,1,11
I606,1,19
I83015,1,3
I83025,1,2
I83811,1,6
I453,1,19
I6320,1,1
I77811,1,39
I82402,1,47
I70301,1,0
I2542,1,95
I152,1,3
I607,1,11
I677,1,15
I63132,1,42
I400,1,26
I408,1,4
I70268,1,9
I8002,1,12
I82403,1,32
I255,1,1481
I82211,1,11
I9788,1,44
I6020,1,3
I052,1,32
I351,1,366
I7410,1,12
I97620,1,16
I9751,1,24
I97610,1,18
I5022,0,4862
I482,0,1751
I69998,0,1389
I080,0,1043
I25110,0,842
I081,0,664
I69351,0,644
I69398,0,602
I2582,0,544
I69959,0,509
I25810,0,470
I481,0,405
I69920,0,353
I083,0,337
I69320,0,320
I25118,0,315
I63412,0,304
I69992,0,264
I679,0,251
I63411,0,239
I421,0,236
I69392,0,234
I69322,0,201
I69391,0,187
I6789,0,179
I864,0,172
I426,0,171
I69922,0,166
I70219,0,157
I69954,0,148
I2721,0,147
I361,0,130
I77810,0,126
I2584,0,126
I69991,0,116
I2722,0,113
I2729,0,106
I4820,0,100
I69928,0,99
I352,0,89
I082,0,86
I774,0,77
I70261,0,75
I25710,0,75
I70499,0,74
I69198,0,71
I6991,0,68
I69328,0,65
I63432,0,64
I2723,0,64
I69952,0,63
I972,0,61
I69319,0,61
I6349,0,56
I82599,0,56
I82891,0,55
I69154,0,53
I222,0,53
I483,0,52
I0981,0,52
I088,0,52
I6782,0,50
I69951,0,50
I6990,0,47
I69151,0,47
I051,0,47
I5084,0,47
I63431,0,46
I63442,0,45
I63311,0,44
I4819,0,44
I82509,0,43
I82511,0,43
I63441,0,43
I358,0,42
I158,0,41
I63131,0,41
I279,0,40
I6310,0,40
I69311,0,40
I63312,0,39
I82401,0,39
I69898,0,38
I82A12,0,38
I97638,0,37
I70235,0,36
I70245,0,35
I311,0,35
I67841,0,35
I69393,0,34
I25111,0,34
I6381,0,33
I237,0,33
I444,0,33
I69120,0,33
I69254,0,31
I63422,0,31
I425,0,31
I70222,0,31
I69965,0,30
I6319,0,30
I63443,0,30
I484,0,30
I97191,0,29
I69854,0,28
I616,0,27
I2102,0,27
I288,0,26
I8310,0,26
I69334,0,25
I82210,0,25
I70212,0,25
I50814,0,25
I69331,0,25
I82443,0,25
I69298,0,23
I70263,0,23
I63421,0,23
I50813,0,22
I70399,0,22
I97630,0,22
I70208,0,22
I82C29,0,22
I6931,0,21
I169,0,21
I83009,0,21
I69318,0,21
I82502,0,20
I82531,0,20
I70244,0,20
I69921,0,20
I401,0,20
I4469,0,20
I371,0,20
I50811,0,20
I2694,0,19
I5082,0,19
I25719,0,19
I69191,0,19
I82501,0,19
I8312,0,18
I6011,0,18
I63032,0,18
I69851,0,18
I50812,0,18
I82729,0,18
I6930,0,18
I69969,0,18
I32,0,17
I059,0,17
