icd_code,ED,IPD
J189,8157,9186
J441,2106,3601
J45901,1208,1458
J449,1037,14125
J918,640,2065
J90,557,1880
J111,509,653
J9690,422,2906
J188,409,161
J029,373,557
J690,275,3784
J069,260,1513
J810,256,669
J36,218,229
J09X2,200,111
J9601,195,4639
J939,170,284
J811,160,1020
J80,153,292
J9600,148,924
J45998,139,6799
J209,105,282
J0390,91,105
J9383,87,106
J9602,80,740
J982,68,144
J40,51,264
J910,49,960
J8489,48,738
J9509,43,81
J101,42,209
J45909,37,8729
J390,35,66
J948,35,594
J1100,32,80
J9819,31,1298
J392,30,144
J0410,30,80
J9503,30,92
J9809,29,684
J0190,28,141
J852,28,100
J869,28,328
J9691,26,905
J989,26,23
J984,25,742
J0510,25,30
J479,23,660
J398,23,384
J020,22,66
J0300,21,64
J942,21,89
J930,19,34
J329,19,572
J439,19,1433
J45902,18,23
J1000,16,72
J129,15,188
J9692,15,193
J988,15,113
J9801,15,72
J9859,14,31
J95811,14,244
J384,13,122
J705,13,13
J95830,12,29
J3489,12,217
J9501,12,33
J387,11,40
J340,10,20
J99,10,176
J8410,10,281
J985,9,31
J386,7,80
J0180,7,18
J9589,7,169
J0430,7,20
J849,7,373
J383,7,148
J180,7,25
J391,6,18
J9502,6,26
J040,6,54
J9311,6,32
J953,5,127
J358,4,8
J219,4,21
J151,4,229
J3801,4,126
J0100,4,36
J440,4,688
J851,4,46
J159,4,1152
J9811,4,1473
J8481,3,10
J471,3,134
J0130,3,10
J860,3,61
J9500,3,0
J9851,3,17
J0380,3,2
J95851,3,818
J4551,3,55
J399,2,4
J112,2,2
J9610,2,254
J42,2,137
J351,2,12
J385,2,21
J82,2,85
J3501,2,5
J9382,2,34
J680,2,28
J17,2,27
J15211,2,237
J3800,2,66
J853,2,23
J9381,1,8
J679,1,45
J61,1,113
J684,1,2
J418,1,14
J09X1,1,55
J150,1,127
J700,1,36
J181,1,162
J158,1,49
J0191,1,5
J343,1,4
J9622,1,412
J95831,1,9
J438,1,22
J850,1,41
J323,1,25
J702,1,11
J9620,1,348
J3081,1,4
J321,1,9
J84116,1,93
J3802,1,34
J208,1,121
J0391,1,8
J15212,1,225
J028,1,28
J628,1,4
J1520,1,8
J0511,1,3
J4541,1,39
J920,1,20
J328,1,76
J95862,1,0
J341,1,18
J1108,1,34
J09X9,1,16
J1089,1,8
J9621,0,931
J309,0,808
J302,0,288
J4520,0,281
J9611,0,276
J156,0,166
J84112,0,145
J310,0,143
J986,0,117
J13,0,101
J14,0,101
J9612,0,95
J45990,0,86
J470,0,75
J155,0,72
J1008,0,66
J320,0,64
J301,0,63
J704,0,61
J95821,0,58
J432,0,57
J4521,0,54
J701,0,51
J8409,0,47
J121,0,41
J154,0,40
J342,0,35
J45991,0,30
J4540,0,27
J4550,0,27
J339,0,25
J218,0,25
J122,0,25
J95812,0,24
J4530,0,20
J168,0,18
J8417,0,17
J9584,0,17
J3089,0,17
J324,0,17
J00,0,16
J1289,0,16
J1189,0,15
J1001,0,14
J703,0,14
J9312,0,14
J698,0,14
J322,0,13
J1529,0,12
J338,0,12
J410,0,11
J22,0,11
J929,0,11
J84114,0,11
J940,0,10
J0140,0,10
J157,0,10
J102,0,10
J0120,0,10
J153,0,9
J381,0,9
J1081,0,8
J954,0,8
J430,0,8
J955,0,8
J84115,0,8
J9588,0,7
J210,0,7
J708,0,7
J0110,0,7
J4531,0,7
J9561,0,5
J678,0,5
J370,0,5
J0411,0,5
J84111,0,5
J09X3,0,5
J1181,0,5
J330,0,4
J431,0,4
J8403,0,4
J312,0,4
J300,0,4
J95860,0,4
J8482,0,4
J120,0,3
J949,0,3
J84117,0,3
J9571,0,3
J349,0,3
J634,0,3
J352,0,3
J951,0,3
J359,0,3
J4522,0,3
J84113,0,3
J9572,0,2
J952,0,2
J205,0,2
J60,0,2
J0431,0,2
J842,0,2
J8401,0,2
J64,0,2
J672,0,2
J95861,0,2
J689,0,2
J353,0,2
J4552,0,2
J123,0,2
J9562,0,2
J3481,0,2
J941,0,2
J060,0,2
J709,0,2
J411,0,1
J95859,0,1
J042,0,1
J95822,0,1
J0141,0,1
J050,0,1
J688,0,1
J331,0,1
J691,0,1
J204,0,1
J668,0,1
J1082,0,1
J84848,0,1
J8402,0,1
J662,0,1
J632,0,1
J0301,0,1
J636,0,1
J3503,0,1
J311,0,1
