icd_code,ED,IPD
E119,9336,26158
E780,4419,8063
E860,2386,8551
E871,1468,12409
E876,1388,6817
E875,1366,7636
E039,1285,21745
E109,1212,612
E785,892,57092
E1169,673,2053
E1165,570,6454
E1010,563,470
E872,532,11125
E1069,468,490
E7800,362,3730
E1065,354,2313
E1040,207,1016
E11649,169,1321
E870,163,4531
E1140,153,5121
E8352,141,1272
E11621,139,945
E861,127,5150
E10649,117,357
E162,112,878
E10621,109,169
E8500,102,90
E1310,99,139
E8779,92,1110
E8770,92,1221
E8351,81,1277
E8532,81,82
E1110,78,160
E1129,72,1734
E2740,62,975
E8349,62,813
E8504,57,44
E6601,57,4444
E1342,52,3235
E1152,52,343
E8342,52,1921
E1043,48,482
E8540,48,33
E1151,47,1832
E46,41,3325
E8502,35,66
E8339,33,3579
E161,33,104
E1052,29,43
E8538,29,27
E806,29,361
E8583,28,49
E8550,25,26
E1029,25,386
E1122,25,7287
E0590,24,594
E8589,24,19
E1051,20,251
E878,20,538
E8528,19,22
E038,18,206
E8543,17,49
E10628,17,22
E8704,16,32
E8580,16,44
E1100,16,102
E8542,15,24
E8588,14,19
E8501,14,14
E1101,13,35
E1143,13,563
E11628,13,131
E079,13,207
E0500,13,580
E8586,12,12
E236,11,76
E8541,11,12
E873,11,1623
E869,10,849
E669,10,12855
E8581,10,18
E282,10,456
E8506,10,8
E883,10,166
E8556,10,16
E9053,9,10
E849,9,73
E1139,9,1179
E11622,9,141
E0591,9,3
E041,8,1092
E807,8,139
E8555,7,7
E8603,7,6
E8529,6,10
E10622,6,26
E1142,6,1570
E781,6,558
E859,6,47
E8359,6,277
E83119,6,310
E069,6,26
E11610,6,201
E43,6,3572
E8809,5,720
E8600,5,9
E8309,5,28
E271,5,109
E8551,5,8
E1039,5,426
E139,5,215
E519,5,92
E232,5,153
E230,4,184
E8548,4,4
E8584,4,7
E10610,4,64
E0580,4,69
E0581,4,1
E319,4,4
E222,4,1649
E279,4,196
E8700,4,46
E063,4,313
E1121,4,1335
E8503,3,2
E890,3,1536
E049,3,253
E11319,3,3584
E512,3,90
E509,3,20
E1022,3,694
E1300,3,3
E249,3,61
E8624,3,3
E8771,3,50
E340,3,37
E782,3,209
E213,3,956
E8587,3,2
E8613,3,0
E278,2,157
E784,2,45
E272,2,17
E8614,2,0
E712,2,5
E7229,2,18
E8643,2,2
E874,2,1045
E854,2,404
E1021,2,301
E7209,2,18
E9056,2,0
E1349,2,14
E851,2,5
E858,2,296
E118,2,489
E09649,2,15
E108,2,32
E771,1,12
E881,1,38
E7439,1,263
E8640,1,1
E789,1,7
E8655,1,0
E8653,1,0
E840,1,21
E8559,1,1
E9059,1,1
E8530,1,0
E8714,1,0
E8689,1,0
E210,1,279
E8641,1,2
E8708,1,34
E9051,1,2
E8654,1,5
E8699,1,1
E700,1,1
E8669,1,3
E8698,1,0
E8585,1,7
E060,1,3
E8531,1,1
E0789,1,53
E83110,1,55
E8582,1,14
E8642,1,0
E138,1,5
E8508,1,6
E857,1,1
E40,1,2
E1369,1,17
E8029,1,11
E559,1,3829
E348,1,5
E1352,1,0
E2689,1,0
E0943,1,5
E65,1,24
E1311,1,1
E1049,1,1
E8889,1,95
E8301,1,13
E11641,1,9
E5112,1,5
E3601,1,0
E0810,1,2
E8341,1,47
E273,1,183
E7881,1,2
E8841,1,21
E1042,1,231
E708,1,9
E035,1,8
E89810,1,2
E850,1,18
E160,1,30
E786,1,9
E10641,1,6
E538,0,1923
E440,0,1191
E662,0,660
E10319,0,637
E042,0,536
E7849,0,392
E291,0,340
E663,0,285
E2749,0,231
E441,0,192
E8881,0,157
E739,0,125
E790,0,124
E611,0,123
E1136,0,113
E804,0,112
E099,0,106
E561,0,97
E032,0,96
E11359,0,91
E212,0,78
E0965,0,77
E11329,0,76
E209,0,73
E891,0,68
E269,0,67
E0520,0,66
E639,0,64
E0781,0,63
E02,0,62
E11311,0,62
E60,0,53
E893,0,52
E113299,0,49
E113599,0,49
E221,0,48
E8801,0,48
E211,0,46
E892,0,46
E7401,0,39
E7409,0,38
E539,0,38
E83111,0,36
E103599,0,35
E569,0,32
E7522,0,30
E089,0,28
E839,0,28
E668,0,28
E0922,0,25
E103593,0,24
E7211,0,24
E8840,0,24
E6609,0,23
E610,0,22
E11339,0,22
E220,0,21
E229,0,20
E7219,0,19
E638,0,19
E237,0,19
E615,0,18
E1149,0,18
E2609,0,17
E8389,0,17
E8319,0,17
E242,0,17
E2839,0,16
E889,0,16
E7030,0,15
E1159,0,15
E612,0,15
E113499,0,15
E113593,0,15
E8381,0,14
E0940,0,14
E0910,0,14
E1036,0,14
E13649,0,14
E349,0,14
E896,0,13
E10620,0,13
E1365,0,13
E103299,0,13
E0921,0,13
E1141,0,12
E113293,0,12
E83118,0,12
E11349,0,12
E113592,0,11
E8350,0,11
E0865,0,11
E310,0,11
E169,0,11
E010,0,10
E7801,0,10
E8741,0,9
E1322,0,9
E0501,0,9
E0969,0,9
E164,0,9
E065,0,9
E0510,0,9
E113513,0,8
E882,0,8
E343,0,8
E103293,0,8
E1144,0,8
E103513,0,8
E531,0,8
E08649,0,8
E214,0,8
E10359,0,8
E208,0,8
E71548,0,8
E41,0,8
E54,0,7
E7220,0,7
E061,0,7
E064,0,7
E0822,0,7
E113399,0,7
E2601,0,7
E1340,0,7
E7212,0,7
E113291,0,7
E031,0,7
E103393,0,6
E113591,0,6
E250,0,6
E7251,0,6
E8989,0,6
E1336,0,6
E8668,0,6
E113519,0,6
E568,0,6
E853,0,6
E103592,0,6
E8694,0,6
E113393,0,6
E8718,0,6
E673,0,6
E009,0,5
E756,0,5
E8609,0,5
E71440,0,5
E801,0,5
E259,0,5
E1343,0,5
E103519,0,5
E113292,0,5
E848,0,5
E113219,0,5
E507,0,5
E11620,0,5
E10329,0,5
E3121,0,5
E113493,0,5
E778,0,4
E248,0,4
E7521,0,4
E52,0,4
E113313,0,4
E58,0,4
E7410,0,4
E28319,0,4
E8020,0,4
E8849,0,4
E2681,0,4
E098,0,4
E7529,0,4
E1339,0,4
E103591,0,4
E7889,0,4
E9040,0,4
E329,0,4
E7412,0,4
E320,0,4
E560,0,4
E328,0,4
E103391,0,3
E8706,0,3
E261,0,3
E103512,0,3
E9041,0,3
E748,0,3
E11351,0,3
E113213,0,3
E8705,0,3
E0939,0,3
E113492,0,3
E649,0,3
E113319,0,3
E113413,0,3
E103399,0,3
E8748,0,3
E8509,0,3
E724,0,3
E13621,0,3
E103491,0,3
E1059,0,3
E13319,0,3
E8554,0,3
E318,0,3
E0942,0,3
E0842,0,3
E5111,0,2
E215,0,2
E0840,0,2
E048,0,2
E7281,0,2
E71312,0,2
E10351,0,2
E09621,0,2
E70319,0,2
