icd_code,ED,IPD
K922,5062,1659
K5660,1741,1142
K859,1241,1655
K529,993,1867
K625,763,899
K5732,729,903
K5090,631,1496
K3589,624,618
K7469,618,3509
K8020,611,1015
K3580,578,517
K8590,545,529
K830,532,1518
K810,512,457
K7030,502,2991
K861,492,1880
K920,463,1042
K3184,431,2641
K5900,408,10092
K8050,403,361
K7290,367,1282
K921,346,2244
K56699,310,52
K5190,285,1071
K7291,280,668
K651,278,716
K56609,268,231
K219,213,40027
K6289,184,419
K831,176,1622
K8000,168,626
K047,142,303
K5289,140,245
K7031,133,1335
K762,130,515
K7689,130,1588
K7200,128,717
K838,113,779
K5720,111,338
K652,109,474
K8309,108,223
K122,101,168
K352,95,200
K613,93,177
K759,92,309
K631,92,281
K869,87,317
K661,85,386
K562,80,151
K7010,77,993
K819,77,107
K567,76,1539
K8510,74,248
K750,72,376
K4090,70,279
K37,69,74
K4030,68,82
K436,68,122
K632,68,389
K611,61,107
K1120,60,144
K311,60,256
K91840,59,276
K222,56,641
K769,55,381
K7460,54,1248
K7581,54,992
K8070,53,141
K9189,53,931
K420,53,145
K659,50,245
K863,49,502
K559,48,439
K7040,45,321
K8689,43,421
K429,42,448
K550,39,296
K6389,39,229
K5100,39,114
K851,39,101
K439,38,309
K561,38,79
K044,37,60
K767,35,445
K353,32,225
K449,30,2140
K56690,30,49
K3189,29,1823
K5000,29,294
K2990,28,1036
K6812,26,141
K5780,26,28
K089,25,79
K630,25,176
K209,25,973
K610,25,45
K223,24,35
K0889,24,89
K56600,23,132
K754,22,395
K5669,21,596
K8018,21,267
K1379,20,170
K668,20,65
K2980,20,630
K5792,19,152
K658,18,137
K3532,18,32
K623,18,85
K589,17,1883
K868,17,380
K228,16,248
K220,16,216
K689,16,76
K55069,16,26
K648,16,1348
K8051,15,414
K029,15,319
K8591,14,57
K8010,14,117
K605,13,107
K5130,13,58
K629,12,16
K450,12,79
K1121,12,27
K224,12,545
K5730,12,2118
K265,12,62
K91850,12,84
K251,11,6
K639,11,86
K261,11,5
K645,11,35
K440,11,79
K551,11,276
K635,11,856
K2960,10,330
K208,10,469
K900,10,657
K55059,9,28
K36,9,57
K30,9,462
K319,9,175
K644,9,539
K2920,8,198
K811,8,80
K828,8,292
K822,8,90
K7110,8,61
K650,8,143
K910,8,15
K603,8,29
K766,7,3689
K3533,7,56
K626,7,146
K8042,7,60
K8080,7,98
K5180,7,72
K430,7,171
K200,7,89
K121,7,47
K627,7,82
K113,7,12
K929,7,4
K130,7,55
K115,7,33
K255,7,48
K912,7,287
K432,7,147
K745,7,154
K4130,7,26
K5731,6,535
K226,6,369
K458,6,37
K6819,6,41
K088,6,30
K148,6,47
K5120,6,55
K91870,6,54
K558,6,22
K279,5,583
K860,5,226
K604,5,12
K1230,5,149
K433,5,39
K4091,5,12
K612,5,17
K829,4,16
K8071,4,143
K4031,4,38
K315,4,183
K2270,4,1661
K7681,4,129
K5909,4,1738
K8520,4,117
K9171,4,50
K2970,4,951
K8062,4,52
K709,4,83
K259,4,693
K654,4,76
K068,4,21
K7011,4,286
K120,4,105
K7210,4,85
K1239,3,32
K8021,3,54
K460,3,39
K9186,3,119
K4190,3,7
K140,3,47
K8580,3,61
K8060,3,4
K712,3,33
K91841,3,26
K2210,3,260
K8592,3,19
K116,3,6
K9089,3,38
K598,3,175
K31811,3,356
K469,3,107
K8064,3,45
K5790,3,533
K435,3,43
K521,3,666
K55029,3,17
K913,3,110
K852,3,54
K839,3,36
K563,2,12
K55039,2,19
K599,2,18
K283,2,1
K8040,2,16
K602,2,154
K2900,2,51
K5080,2,206
K901,2,6
K046,2,3
K011,2,33
K229,2,38
K062,2,26
K5520,2,141
K8030,2,71
K118,2,17
K110,2,2
K0530,2,29
K812,2,49
K5010,2,189
K5712,2,21
K820,2,14
K862,2,213
K649,2,567
K35890,2,6
K9161,2,22
K8581,2,9
K858,2,23
K593,2,16
K5791,2,70
K82A1,2,36
K3520,2,1
K7151,2,9
K743,2,149
K9130,2,37
K621,2,131
K275,2,2
K316,2,63
K284,2,105
K254,2,520
K5903,1,632
K91872,1,12
K911,1,25
K8033,1,57
K8019,1,21
K269,1,478
K317,1,427
K31819,1,346
K633,1,221
K824,1,48
K653,1,18
K5281,1,55
K624,1,32
K056,1,40
K250,1,36
K821,1,72
K111,1,4
K281,1,3
K1123,1,4
K5939,1,12
K5781,1,0
K5931,1,0
K91871,1,14
K5793,1,6
K1370,1,16
K716,1,20
K045,1,7
K264,1,402
K289,1,157
K253,1,6
K700,1,134
K9172,1,8
K271,1,0
K5150,1,29
K119,1,16
K6811,1,11
K5641,1,140
K560,1,14
K5521,1,193
K5700,1,28
K9289,1,10
K580,1,179
K146,1,19
K520,1,61
K50914,1,32
K098,1,1
K266,1,16
K50912,1,39
K50913,1,44
K2921,1,48
K582,1,50
K8530,1,13
K634,1,3
K592,1,46
K833,1,28
K763,1,33
K260,1,36
K0510,1,18
K643,1,3
K055,1,3
K7589,1,46
K52832,1,17
K50014,1,32
K4040,1,2
K82A2,1,17
K2961,1,74
K8521,1,31
K4020,1,32
K760,0,1146
K660,0,444
K761,0,385
K565,0,375
K210,0,304
K2950,0,250
K8012,0,188
K8681,0,183
K5710,0,171
K581,0,168
K909,0,119
K2211,0,117
K8031,0,117
K2971,0,115
K5650,0,102
K225,0,98
K50012,0,86
K2991,0,78
K8063,0,74
K1233,0,73
K3182,0,73
K1231,0,72
K8043,0,66
K740,0,63
K8001,0,63
K2981,0,60
K381,0,53
K8301,0,50
K640,0,49
K5901,0,45
K5733,0,45
K0381,0,45
K8045,0,36
K5651,0,36
K8500,0,35
K50013,0,34
K50814,0,34
K710,0,33
K117,0,32
K8044,0,32
K50813,0,32
K50113,0,32
K8065,0,31
K51911,0,30
K719,0,30
K8067,0,29
K8066,0,29
K7201,0,29
K6381,0,29
K7041,0,28
K52831,0,28
K51011,0,27
K08109,0,27
K274,0,26
K2901,0,26
K389,0,25
K55021,0,23
K50812,0,23
K2940,0,23
K8032,0,23
K6282,0,22
K388,0,20
K77,0,20
K713,0,19
K285,0,19
K9049,0,18
K5652,0,18
K8041,0,18
K55019,0,18
K50811,0,17
K50111,0,17
K739,0,17
K149,0,17
K041,0,17
K314,0,17
K50114,0,16
K51511,0,16
K277,0,15
K823,0,15
K08409,0,15
K915,0,15
K8046,0,15
K257,0,14
K5711,0,13
K751,0,13
K9131,0,13
K9041,0,13
K52839,0,13
K8511,0,13
K8047,0,13
K6139,0,13
K8013,0,13
K5140,0,13
K55041,0,13
K5721,0,12
K51211,0,12
K267,0,12
K55011,0,12
K0520,0,12
K614,0,12
K55049,0,12
K35891,0,12
K431,0,12
K91858,0,11
K50918,0,11
K5229,0,11
K027,0,11
K55031,0,10
K51311,0,10
K718,0,10
K8011,0,10
K5649,0,10
K287,0,10
K05219,0,10
K702,0,9
K083,0,9
K9181,0,9
K641,0,9
K50911,0,9
K2951,0,9
K5751,0,8
K1321,0,8
K853,0,8
K256,0,8
K280,0,8
K50018,0,8
K51912,0,8
K594,0,8
K451,0,8
K5904,0,7
K50118,0,7
K50112,0,7
K0521,0,7
K421,0,7
K1329,0,7
K51811,0,7
K717,0,7
K753,0,7
K904,0,7
K588,0,6
K8512,0,6
K523,0,6
K591,0,6
K850,0,6
K744,0,6
K51818,0,6
K9182,0,6
K50818,0,6
K8061,0,5
K08419,0,5
K669,0,5
K263,0,5
K8501,0,5
K22719,0,5
K5750,0,5
K22711,0,5
K9281,0,5
K51813,0,4
K7211,0,4
K620,0,4
K380,0,4
K55022,0,4
K832,0,4
K6131,0,4
K55042,0,4
K4140,0,4
K56691,0,4
K1232,0,4
K55012,0,4
K8522,0,4
K061,0,4
K08539,0,4
K4001,0,3
K4000,0,3
K601,0,3
K8081,0,3
K4041,0,3
K135,0,3
K009,0,3
K51411,0,3
K738,0,3
K143,0,3
K006,0,3
K642,0,3
K048,0,3
K007,0,3
K741,0,3
K51914,0,3
K903,0,3
K522,0,3
K05319,0,3
K069,0,3
K310,0,3
K5740,0,3
K1122,0,2
K461,0,2
K441,0,2
K030,0,2
K55061,0,2
K0501,0,2
K8582,0,2
K313,0,2
K51918,0,2
K3530,0,2
K51014,0,2
K55032,0,2
K2941,0,2
K000,0,2
K145,0,2
K51812,0,2
K133,0,2
K114,0,2
K51919,0,2
K6281,0,2
K9081,0,2
K622,0,2
K5701,0,2
K51218,0,2
K141,0,2
K51814,0,2
K5282,0,2
K5902,0,2
K51013,0,2
K437,0,2
K51913,0,2
K835,0,2
K434,0,2
K67,0,2
K56601,0,2
K50011,0,2
K834,0,1
K0263,0,1
K8037,0,1
K4101,0,1
K51319,0,1
K3183,0,1
K51019,0,1
K22710,0,1
K144,0,1
K615,0,1
K5713,0,1
K765,0,1
K8502,0,1
K08119,0,1
K4021,0,1
K0820,0,1
K06020,0,1
K3521,0,1
K0402,0,1
K0401,0,1
K08530,0,1
K51213,0,1
K0253,0,1
K51214,0,1
K090,0,1
K9132,0,1
K752,0,1
K252,0,1
K8531,0,1
K08199,0,1
K382,0,1
K52838,0,1
K764,0,1
K51318,0,1
K4131,0,1
K032,0,1
K2930,0,1
K08499,0,1
K51518,0,1
K270,0,1
K9162,0,1
K51512,0,1
K7111,0,1
K50019,0,1
K600,0,1
K5532,0,1
K5533,0,1
K55062,0,1
K8034,0,1
K8036,0,1
